text,target
Bir inşaat sesinden birde karı vızırtısından durulmaz,SEXIST
seni domaltır sikmem rencide olursun,PROFANITY
Seni nasıl adam edicez bilmiyorum,SEXIST
gaddar kalpsiz,INSULT
Karımın çalışmasına izin vermem.,SEXIST
Yunan komşu alacağıma zenci evlat edinirim,RACIST
am düdüğü,PROFANITY
yarrak. hastası& orospu çocuğu,PROFANITY
her sakallı araptır,RACIST
senin götünün astarını sikerim,PROFANITY
zenciler de hep mafya,RACIST
kız çocuğu dert oğlan çocuğu ödüldür,SEXIST
istanbulda cebine dikkat et,RACIST
arap insanının eli uzundur,RACIST
ananın leşinini sikeyim,PROFANITY
Kadınlar erkeklere hizmet etmelidir,SEXIST
bebekle en çok kadın ilgilenmeli,SEXIST
Senin yolunu yordamını sikerim,PROFANITY
Ukraynalılar Ruslar Suriyeliler İranlılar Afrikalılar Afganlar ve hiçbir mülteci Türkiye vatandaşlığı almamalıdır,RACIST
adam dediğin karısının sözünden çıkmaz,SEXIST
kadın arabası mı kullanıyorsun,SEXIST
vitaminsiz orospu çocuğu,PROFANITY
düğün ne kadar kalabalık olursa olun yarrağı yiyen gelin olur,PROFANITY
gizli arap sevici yalaklar,RACIST
kadın aklınla işlere karışma,SEXIST
orman kaçkını,INSULT
Kara böcekler gibi dolaşıyorlar.,RACIST
Haysiyetten yoksun zavallı,INSULT
şu koca kafalıya bak sen,INSULT
Fransızlar sömürgecidir,RACIST
sağ ayağına sokuyum senin adam gibi yürü,PROFANITY
seni boğaz köprüsünde sikerim hem Asya seyreder hem Avrupa,PROFANITY
ne şamin şekeri ne arabın yüzü,RACIST
Afganlar ahlaki olarak geri kalmışlardır,RACIST
sizi gidi adi şerefsizler,PROFANITY
suriyelilerı doyurdukta ne oldu kendi halkımız açlıktan ölüyor,RACIST
sende ki iyi yüzsüzlük,INSULT
beni yardımlarımı suriyelilere vermeyin,RACIST
Türkleri birbirlerine bile güvenmeyen hale getirdiler,RACIST
Yunanlar adalara el koyan Batının sırtına yaslanmış korkak ülkedir,RACIST
çingenelerin tek bildikleri dolandırıcılık hırsızlık,RACIST
gelmişini geleceğini geçmişini sikeyim,PROFANITY
Açıkçası çoğu hayvan siyahlardan nefret eder,RACIST
Sözüne güven olmayan biriydi,INSULT
Nazi Almanyası,RACIST
kocasının sözünü kesmez kadın dediğin,SEXIST
Aynı deli insanlar gibi hareketlerin var,INSULT
senin kadar meziyetsizini de görmemiştim,INSULT
"götünü= siksem üstüne oturamaz,",PROFANITY
Erkek adam gibi davran!,SEXIST
Müslümanlar neden geri kaldı?,RACIST
Kadın kısmısının bu saatte dışarda işi ne,SEXIST
yedi sülaleni sikeyim,PROFANITY
bir ite bir turke guvenilmez,RACIST
Meksika Türkleri sınırda bekletiyor,RACIST
Türk ile dostluk yap ama sopayı elinden bırakma çünkü onlara çok da güven olmaz,RACIST
Alakasız cümleler senin gibi birinden çıkardı ancak,INSULT
pörtlek& gözlü,INSULT
Bana küsmüş haspam,INSULT
Kızın mı var derdin var,SEXIST
Bu tavırların çok dengesiz,INSULT
kadınsan haddini bil,SEXIST
Suriyeliler işlere daha kolay yerleştiriliyor,RACIST
erkek gibi kadından değil kadın gibi erkekten kork,SEXIST
oku baban gibi eşşek olma,INSULT
ağzının yayını sikerim ara sıra konuşursun,PROFANITY
yahudi gibi vurma kıza,RACIST
dağdan inme yörük ne erik bilirmiş ne koruk,RACIST
sen ne meraklıymışsın orospuluğa,PROFANITY
siz müslümanlar aşağılık insanlarsınız,RACIST
bu lazdır buna kavga deme gider adamı vurur kafana bela alırsın,RACIST
Cingen cadiri gibi,RACIST
Siktir olup git buralardan gözüm görmesin seni,PROFANITY
gözün kör olsun,INSULT
sen ne biçim piçsin,PROFANITY
ananın amına roket takar uzaya yollarım,PROFANITY
Gavur ölüsü bile leş,RACIST
lazlar kavgacıdır,RACIST
Günes senin götüne koyarım bi daha doğarsan,PROFANITY
sabahları yediğin mısır gevreğinin içine koyduğun sütü veren ineğin yediği otu sikeyim,PROFANITY
Seni bi sikerim şeytan bile maşallah çeker,PROFANITY
zenciler de beyaz insanlardan hoşlanmazlar,RACIST
Tüm dünya artık Fransız Devrimi’nin “evrensel” değerlerine tabidir ve bu evrensellik er ya da geç tüm toplumlara sirayet edecektir,RACIST
sen paraya ruhunu satarsın,INSULT
Sıçarım beş tahtana,PROFANITY
sen yürüyünce deprem oluyor zannediyorum,INSULT
seni sike sike karım yaparım,PROFANITY
mezarında etine tenezzül edecek böceğin izzeti nefsini sikeyim,PROFANITY
senin sülalendeki bütün dedeleri sikeyim,PROFANITY
Çirkin karı evin toplar güzel karı düğün gezer,SEXIST
IQ seviyen oldukça düşük,INSULT
yamuk yapma. götüme>,PROFANITY
suriyeliler yobazdır,RACIST
Erkeği evden kaçıran damın akması ve< kadının çenesidir-,SEXIST
Kadından doktor olmaz,SEXIST
amcik agizli kancik,PROFANITY
kadın lafı dinleme,SEXIST
ne gülüyorsun muşmula suratlı,INSULT
kuş kadar aklınla sen karışma,INSULT
senin karını at gibi sikeyim,PROFANITY
Adam eşeğinden kadın döşeğinden belli olur,SEXIST
Bu çirkinlikle seni anca annen sever,INSULT
Atın kötüsü ala renkli kadının kötüsü belâ olur,SEXIST
uzun saçlının ahı yerde kalmaz,SEXIST
Eve para getiren erkek evin işlerini halleden kadın olucak,SEXIST
Türkler çok meraklı oldukları için sürekli başlarını derde sokarlar,RACIST
Kadın halinle o saatte orada ne işin var,SEXIST
Erkekler işe biraz daha üstünkörü bakarlar,SEXIST
zurnanın son deliği,INSULT
Kadın kocasına hürmette ve hizmette kusur etmemelidir,SEXIST
Senin sinirlerin her zaman bozuk,INSULT
Çocuğumun suriyeliyle muhatap olmasını istemiyorum.,RACIST
Hiç sesin çıkmıyor şarabı dökülmüş ermeni gibi susuyorsun,RACIST
Zenciler karanlık bir ortamda sadece dişleri görülebilen insanlardır,RACIST
cin olmadan adam sikme şerefsiz,PROFANITY
Yunanlar tembellikleri yüzünden ülkelerini batırdılar,RACIST
kurt inadi,RACIST
Hatay'da hırsızlık ve yağma yapan Suriyeliler görüyorsunuz,RACIST
Kırıtan erkek. mi olur,SEXIST
Beni anlamıyorsun anlamak için de çaba sarf etmiyorsun herkes kendi yoluna,INSULT
senin sülaleni bi şişeye sokarım kafasını ilk çıkartanı sikerim,PROFANITY
sıranın en sonundayken birden en öne geçiverdi manyak,INSULT
Parfüm süren kadın dikkat çekmeye çalışıyordur eşi izin veriyorsa evinde sürebilir,SEXIST
çürük elma> gibisin-,INSULT
Ruhsuz tekiydi vicdan nedir bilmezlerden,INSULT
Gavurun karısı,RACIST
şeytan suratlı cadı,PROFANITY
Doğulular kızlarını küçük yaşta evlendiriyor,RACIST
zenciden korkma beyazdan kork,RACIST
Kız başına İstanbula mı gitmiş,SEXIST
gözlüğüne boşalırım dünyayı bembeyaz görürsün,PROFANITY
Sirkette herkes onu dislardi,INSULT
Kelebek olsan seni kozana geri sokarım,INSULT
Herhangi bir vasfın yok,INSULT
erkeğin 1 saatte yaptıı işi kadınlar 10 saatte yapamaz,SEXIST
sen ukalanın tekisin,INSULT
Sana o ehliyeti verenin ben dedesini sikeyim,PROFANITY
eşek oğlu eşek diyeceğim babama hakaret edeceğim yıkıl karşımdan elimden kaza çıkacak,INSULT
"Maymunlar bile senden, daha çok< işe yarar onlar en azından birbirlerinin, bitini ayıklıyorlar",INSULT
Karı gibi saç uzatılır mı sonra ne derler,SEXIST
Evinin kadını çocuklarının annesi olacaksın,SEXIST
Cin olmadan şeytan çarpmaya kalkma,INSULT
Ülkemizi adeta işgal altına alan mülteciler biran önce gönderilmelidir,RACIST
yoluna koyamadığım herşeyin amına koyayım,PROFANITY
mesaj bekliyorsun değil mi bekle bok gelir,PROFANITY
senin babanın yanına geleyim de gerdek gecesi götünden sikeyim,PROFANITY
Çingene’de kapaklı sahan olmaz,RACIST
kadınlar adamların her yaptığını yapamaz,SEXIST
kadın yemek yemek dışında ağzını açmamalıdır,SEXIST
Senin azına sıçarım yosma,PROFANITY
ananin amcigini baban secmeseymis de sen cikmasaymissin,PROFANITY
uyuşuk olduğun için bu işi yetiştiremeyeceksin,INSULT
Kadının bir aklı erkeğin dokuz aklı vardır,SEXIST
çok şişkosun,INSULT
Her ota boka ağlarsan işimiz var demektir,INSULT
sende koca mısın,SEXIST
Yarrak başlı karı,PROFANITY
Erkekler kadınlardan daha yüksek maaş almalı ki evini geçindirebilsin,SEXIST
ananın amının düdüğü,PROFANITY
Hükmün sahibi kocadır,SEXIST
Çingene kavgası gibi seviyesiz,RACIST
lazın kızı istenmez,RACIST
çingenler takımı gibi ne oynuyorsunuz,RACIST
Ingilizlerin yaptigi en iyi sey baskalarini somurmektir,RACIST
Kadın çok konuşmaz,SEXIST
yuzu oyle korkunctu ki gorunce kacacak yer ariyordum kendime,INSULT
Sadece kızı olan adamın çocuğu var demem,SEXIST
Araba konusunda kadınlar erkekler kadar iyi değil,SEXIST
kisacasi paraniz yoksa bu tarz bosnak kizlarindan uzak durun,RACIST
ne bakıyorsun lavuk,INSULT
Hepinizin tek tek amına koymak üzere yola çıkan konvoyun 4 tekerini sİkiyim,PROFANITY
Bokla yapılan sidikle yıkılır,PROFANITY
kadın kısmının konuştuğu nerede görülmüş,SEXIST
ananın amına tren rayı döşer git gel yaparım,PROFANITY
Senden adam olsaydı şuan bu halde olmazdık,SEXIST
İşsiz adama ev yok,INSULT
Senin o ananın patlamış amında havuz yapıp yüzdüğümün oğlu,PROFANITY
Amerika Türklere siyasette olma hakkı vermez,RACIST
Karı gibi adamsın,SEXIST
Zeka seviyen yetmez,INSULT
Aha oğlum yarrağı yedin kaç çabuk,PROFANITY
Utanmasi olmayan kadin tuzsuz as gibidir,SEXIST
Ananı siker baban olurum intihar ederim piç kalırsın soysuz pezevenk,PROFANITY
ıslık çalan kız çocuğumu olur,SEXIST
"Ben tükendim- lan orospu çoçukları> beni> bi, salın artık",PROFANITY
Bütün pislik işler hep bu Suriyelilierden çıkıyor.,RACIST
Oğlan olsun deli olsun,SEXIST
kürtler yaşamamalı,RACIST
Bok kafalı,PROFANITY
beş arabın beşi bir olmaz ama dördüyle tanıştım çok pisler,RACIST
puştun teki,PROFANITY
kadınlar jilet kullanmamalı,SEXIST
buradan bir an önce siktirip gitmezsen ağzını yüzünü dağıtacağım,PROFANITY
amına fan tutatım serin serin çakarım,PROFANITY
Tatangalar saldıgan taraftar grubudur,RACIST
Acizliğini bastıramazsın,INSULT
oğlan olsun da bırak deli olsun,SEXIST
Beyazlar herkesin kanını emiyorlar,RACIST
yahudiler müslümanları sevmez,RACIST
Hiç bir sike yaramıyosun,PROFANITY
Çingene erişemediği harmanı zekatına sayarmış,RACIST
senin IQun yetmez,INSULT
"Ermenistan’dan kaçıp Ukrayna’ya gelen bu Ermenistan vatandaşı yağma suçu işlerken
 yakalanmış Yaşadığı ülke değişse de fıtratı değişmemiş",RACIST
gavur değil mi merhamet ne gezer,RACIST
Senin kadar çirkef bi insan daha tanımadım,INSULT
seni gidi bacaksız,INSULT
içe içe doydum ananın amına koydum,PROFANITY
hepinizi şişenin içine koyar sallar sallar sikerim,PROFANITY
gavura kız verilmez,RACIST
Dolmanaki yemeği Yunanlıların Türkler den çaldığı dolma yemeğidir,RACIST
kamyon arkası yazı olsan arkadaki taksiyi şarampole yuvarlarsın sen,INSULT
karıncayı siker de belini incitmez,PROFANITY
sen yunan olup insan olanını gördün mü,RACIST
Erkek istediğini yapar,SEXIST
kadından makinist mi olur,SEXIST
son durak çorum ananın amına korum,PROFANITY
kadınlar teknoloji cahilidir,SEXIST
yeni aldığı- kıyafetleriyle çingeneye dönmüş,RACIST
Başkalarına davranış biçimlerinden nefret ediyorum onlar sadece kabadayı,INSULT
kepçe kulaklarını arkadan bantlasana,INSULT
Sana harcanılan her bir emeğe yazık,INSULT
Bu yaptığını hayvanlar yapmaz,INSULT
Verdiğim vergiler suriyeli mültecilere helali hoş olsun diyorum başka birşey söylemiyorum,RACIST
suriyeliler yardım eden ele işerler,RACIST
koca adam olmuş hareketlere bak,SEXIST
Kadınlar evde mutfakta kalmalı iş dünyası erkeklerin işidir,SEXIST
bu dere uzun dere sokayım osurduğun yere,PROFANITY
Fransızlar gibi kendi dilinden başkasını hiç bir yerde konuşmayacak mısın,RACIST
gerzek misin oğlum,INSULT
anlattiklarinla gavura dondum,RACIST
çocuklarınızı suriyeli çocuklardan uzak tutun,RACIST
Sen nasıl erkeksin,SEXIST
al kızını koy çuvala salla salla vur duvara,SEXIST
Makyajsız ne kadarda korkunçsun,INSULT
Çok mu akllı zannediyorsun kendini,INSULT
Gavurlar cehennemlik Müslümanlar cennetlik,RACIST
Kahpe orospu çocuğu,PROFANITY
Siz= kadınlar böyle karaktersiz. adamlarda ne buluyorsunuz hiç anlamıyorum doğrusu,INSULT
ev işleri kadının görevidir,SEXIST
am biti gibi kızların etrafında,PROFANITY
kadın dediğin bir adım geride durmalı,SEXIST
Afgan evine,RACIST
Bu kafa ile gidersen seni daha çok kazıklarlar,INSULT
laz damarın tuttu mu birden parlıyorsun,RACIST
bu iş arap saçına döndü iyice,RACIST
çarşı zaarı gibi havlama,INSULT
Türklerin Türklerden başka dostu olamaz,RACIST
fahişe pazarında promosyon olasıca,PROFANITY
Mütecilerin sosyal hakları kısıtlanmalıdır,RACIST
Kadın aklınla sen yorum yapma,SEXIST
eşek ölecek ters dönecek siki güneş görecek,PROFANITY
Hayatımda gördüğüm en kıl birisin,INSULT
Gündüz yağar gece açar yıl bozgunluğu kadın söyler erkek susar ev bozgunluğu,SEXIST
aldigi sali begenmedim cingene pembesi gibi bir renkti,RACIST
zulliyetini sikeyim senin,PROFANITY
numune herif ya,INSULT
Kız başına bu saatte orda ne işi varmış.,SEXIST
saygısız,INSULT
sende adam mısın be,SEXIST
ananla karşılıklı sevişirken ay çekirdeği cıtlatırım kabuklarını babanın suratına fırlatırım,PROFANITY
çingene gibi giyinmişsin,RACIST
Yahudiler kendi localarını kurmuş onun dışında kimseye fayda sağlamamaktadır,RACIST
Erkekler oturdukları odayı bile toplayamaz,SEXIST
erkek gibi kaslı kadın,SEXIST
Diliyle kalbi bir olmayan bi yalancıdan ne bekliyorum ki zaten ben,INSULT
gözüne sıçtığımın şerefsizi,PROFANITY
Kızım bak iyi düşün boşanırsan dul olursun,SEXIST
erkekler kızları mendil gibi kullanır,SEXIST
baş belası bir toplum olan Yahudiler misafir oldukları topluma ve topraklara el koymuştur,RACIST
kansiz kani bozuk,INSULT
işini bilmeyen çavuşlar döner götünü avuçlar,PROFANITY
şirret kadın,INSULT
süzülmüş orospu çocuğu,PROFANITY
benden sana tavsiye bir Kayserili ile ticaret yapma,RACIST
İş adamı rolünü ancak erkeklere verebilirsiniz,SEXIST
aklini ucuzluktan mi aldin,INSULT
Senin yaptığına hayvanlar= bile< güler çok= gülünçsün,INSULT
git günahlarında yan,INSULT
küçük ucube,INSULT
al ananida gitkadin midir kiz midir?,SEXIST
sikerim tahtanı,PROFANITY
ben o haysiyetsizle aynı sofraya oturmam,INSULT
iyi kadının kocası cüppesinden bellidir,SEXIST
sana pek güven olmaz,INSULT
hele hele kadın olarak o sesini keseceksin,SEXIST
Çevremde ne laz ne de kürt birisini istemiyorum,RACIST
"çingene düğünü gibi oldu, çok kötüydü",RACIST
senin gibilere insan görünümlü şeytan diyoruz biz,INSULT
seni bir sikerim bir hafta bulanık sıçarsın,PROFANITY
Kürtten olsa da evliya evine yaklaştırma,RACIST
analarını siker yatırırız banklarda,PROFANITY
gerizekalı mısın sen evladım bunda anlaşılmayacak ne var,PROFANITY
İt oğlu it bir daha buraya gelme,INSULT
Mongol tecavüz bebeği,RACIST
Anormal hareketlerin insanı sıkmaya başladı,INSULT
gavur damarın tuttu,RACIST
Cinlilerde akil olsa yerde gezinen bocekleri yemezlerdi,RACIST
kadının kafası kariyere basmaz,SEXIST
meşhur oç nin yeri,PROFANITY
çorap kokundan burnum sızladı,INSULT
Ananın amına beton dökeyim baban da kendi ateşinde kavrulsun,PROFANITY
İspanyollar Afrikanın yerli halkını kandırıp katletmiş katil millettir,RACIST
cingarci seni,INSULT
Hemşir olsan sana kan aldırmam,INSULT
doğmamış çocuklarını siktiğim pezevenk,PROFANITY
Orospuyu mezara koymuşlar tek mi yatacağım demiş,PROFANITY
Ayıdan post Kürtten dost olmaz,RACIST
sözlerinde mantık arama onun o ancak deli deli konuşur,INSULT
sapık mısın sen,INSULT
Şu kıza bak erkek gibi kaslı,SEXIST
nerede savaş kan vahşilik ve terör varsa orada araplar var,RACIST
hem boklu hem götü römorklu,PROFANITY
Kocana göre bağla başını; tencerene göre pişir aşını,SEXIST
Kadın dediğin sokakta hanımefendi mutfakta aşçı yatakta leopar olacak,SEXIST
adam gibi cevap versene lan,INSULT
Dimdik durman gerekiyor erkek ol biraz,SEXIST
Benim aklıma gelip başkasına gidişini sikeyim,PROFANITY
Benim Arap Bedevi’si bir kardeşim hiç bir zaman olmadı! Olmaz!,RACIST
"senin, beynini sikerim itin doğurduğu sokak köpeği",PROFANITY
ördek burunlu,INSULT
erkeksen gelirsin,SEXIST
şuna evli baklı kadın nasıl giyinmiş öyle,SEXIST
kırmızı kafalı sürtük,INSULT
erkek adam ev süpürmez,SEXIST
amına koydumun taslak halindeki orospusu,PROFANITY
sen ayaklarınıda yıkamıyorsundur,INSULT
Kız çocuğu yüktür,SEXIST
varlığı belli olmayanın yokluğunu sikeyim,PROFANITY
Tecavüzcü coşkun bile senden daha onurlu bi adam,INSULT
kadin kocasinin carigidir,SEXIST
Cebine taş koy yürürken,INSULT
şu Türklerin aklına gelen tilkinin bile aklına gelmez,RACIST
gavura guven olmaz,RACIST
O kadar gülüp geçtiğim şey var kigülmeyi bırakırsam hayatınızı sikerim,PROFANITY
kürtler berdel başlığı altında kız takası yapar,RACIST
Kırk yılda bir kadının sözü dinlenmelidir,SEXIST
Suriyeli kahbelerin memleketimizde yaşan ilk felakette milletimizi soymaya çalışmışlardır,RACIST
Alevi bir erkek konuşman doğru olmaz,RACIST
akılsız salak,INSULT
Kimsin sen ne yapiyorsun cahil,INSULT
gavat kılıklı pis herih,PROFANITY
Kadın kendini gelecekteki> beyi- için saklamalıdır>,SEXIST
gerizekalı çocuk seni,INSULT
Kirlisin hem de öyle kirli ki domestos bile sana fayda etmez,INSULT
seni alır kopyalar sikerim,PROFANITY
Kadınlar iş hayatında erkekleri asiste etmelidir,SEXIST
Sen karı mısın ağlıyorsun,SEXIST
o bizim üzerimizden geçinen bir kamburdur,INSULT
şu köpek kadar değerin kalmadı gözümde,INSULT
yakana bit kapına kürt dadandırma,RACIST
cingene mahkemesi,RACIST
siktiğimin evladı,PROFANITY
amına çaktığım,PROFANITY
beni sik diye yalvarırsın,PROFANITY
kadının sanayide ne işi var,SEXIST
sürücü kesin kadındır,SEXIST
Sen kadınsın motor sürmek neyine,SEXIST
ananı götünden sikiyim,PROFANITY
sikim hıyar diyene bir avuç tuzla koşuyorsun,PROFANITY
mikrosefal piçi,PROFANITY
Bu covidde leş çinliler yüzünden başımıza gelmedi mi,RACIST
Avrat yürekli,SEXIST
"Ulan puşt, ben sana soruyor muyum?",PROFANITY
ah bir bilsen o ne yılandır o,INSULT
suriyeli ailelere ürün satmıyorum,RACIST
çikolata adam,RACIST
kadın eşinin bir dediğini iki etmemeli,SEXIST
haddini bileceksin öncelikle,INSULT
siyahi bir adamın yanından geçerken çantanızı kollayın,RACIST
çingeneyi paşa yapmışlar bu ağaçlardan ne güzel kasnak olur demiş,RACIST
anan seni orospu olasın diye mi doğurdu lan,PROFANITY
ağzına sokamayacağın yarrağın altına yatmayacaksın,PROFANITY
türkler geniş mezheplidir,RACIST
Yapilanlara kars onlemini al erkekligine zarar gelmesin,SEXIST
Senden iyilik beklenmez,INSULT
"Son kararı. her= zaman, erkek söyler&",SEXIST
Batı zengin Afrikayı çorak toprak gibi göstermiş ve yıllarca sömürmüştür,RACIST
